# 
# Network 'logit1' prediction results.  R2 = 6.785360e-01
# 
#      True              Prediction
-1.6002625272e-01  |  +2.2156985284e+00
-4.6835515980e-01  |  +3.2727195128e+00
-1.0493031772e+00  |  -6.9505885850e+00
+3.9155015916e+00  |  +5.8647865016e+00
-1.0012568207e+00  |  -2.4104292757e+00
+1.6199791939e+00  |  +6.6946637371e+00
-4.5663525593e+00  |  -1.4629194956e+00
-7.9972144433e+00  |  -7.4290155844e+00
-4.5811026340e+00  |  +5.1678502032e+00
-4.0244442465e+00  |  -2.0424980371e+00
-2.3377057272e+00  |  +2.9288460536e+00
-5.9594966314e+00  |  +7.6917065518e-01
-1.5031459797e-01  |  -5.9569831498e+00
+1.3088116751e+00  |  +2.7019374235e+00
-6.7319045770e+00  |  -1.1322038808e+01
+4.1112373864e+00  |  +5.9623211571e+00
+9.1790850218e+00  |  +4.2794539827e+00
+6.8034624624e+00  |  +7.7279825193e+00
+2.0734699679e+00  |  +3.9425635624e-01
+1.9034307696e+00  |  +3.7837540043e+00
+1.8351253571e-01  |  -9.6694118131e-01
+8.3612562554e+00  |  +7.4601864878e+00
-9.0573947632e+00  |  -3.4741457256e+00
+3.4126665258e+00  |  +4.0284795987e+00
+1.8468368007e+00  |  +4.6863359523e-02
-1.6547521850e+00  |  -1.6856430969e+00
-6.8205483918e+00  |  -1.2365979302e+01
-4.0879087898e+00  |  -6.8162961541e+00
-4.9655340309e-01  |  -5.5368459601e-01
-1.0683141597e-01  |  +5.0942363521e+00
-1.2676806793e+00  |  -5.5388228765e+00
+1.7638501257e+00  |  +3.2585974427e+00
+3.4235868448e-01  |  +8.3930496935e+00
+9.8101989000e+00  |  +1.0658465620e+01
-1.2398762341e+00  |  -1.0491913352e+00
+6.5438897920e-01  |  +4.4097872096e+00
-1.9724155638e-01  |  -1.0134035167e+01
-1.5310772293e+00  |  -2.1398620273e+00
-5.8371021290e+00  |  -5.5272245120e+00
-3.7230035569e+00  |  +2.1221518605e+00
-4.5402997302e-01  |  +2.7475897259e+00
-5.4235496919e+00  |  -8.7806659809e-01
+1.0325204336e+00  |  -2.5374810126e-01
-6.9465238222e+00  |  -8.9989357734e+00
-1.0340535211e+01  |  -2.4545585629e+00
-1.1145829321e+01  |  -1.0468151364e+01
+3.9572584286e+00  |  +3.0043344532e+00
-9.6045865431e+00  |  -9.7999173514e+00
+7.5826663673e+00  |  +3.1873093028e+00
+1.2107821327e+01  |  +3.7619501857e+00
+4.9376497534e+00  |  +4.3697806868e+00
-1.4566005175e+00  |  -2.1556890655e+00
+1.7550602848e+01  |  +1.1859642147e+01
-2.3613579167e+00  |  -1.9428443797e+00
+2.7862262497e-01  |  -2.0308770718e+00
+3.8520327813e+00  |  -1.2293056275e+00
+7.8752376752e+00  |  +2.3595896012e+00
-1.1729777337e+00  |  -3.5417522201e+00
-3.3627415791e+00  |  -8.0490394644e+00
-3.1159742656e+00  |  +3.4155414956e+00
+8.1936641958e+00  |  +4.2507635974e+00
+7.2518820093e+00  |  +5.3670992751e+00
+8.3697352077e+00  |  +2.6019133448e+00
-3.8409381976e-01  |  -1.9951288312e+00
+5.7334975682e+00  |  +6.0341112588e+00
-1.0490401459e+01  |  +1.4261226499e+00
-7.5365371348e+00  |  -5.1397662850e+00
-8.8147702982e+00  |  -7.9087996838e+00
-1.8462263239e+01  |  -1.0803007827e+01
+7.2021301459e+00  |  +7.3572583927e+00
+8.9407945819e+00  |  +7.5898486501e+00
+2.3558828849e+01  |  +1.6731856938e+01
+6.3171286571e+00  |  +4.2878955035e-01
+1.0472315476e+01  |  +6.8338362184e+00
-1.6037587502e+00  |  +5.8834340264e-01
+1.6905317277e+00  |  +2.1128039067e+00
-6.0432445906e+00  |  -2.9639726008e+00
-3.0444666663e+00  |  -1.1909106418e+00
+1.2563988625e+01  |  +1.2090434037e+01
-6.0163671332e+00  |  -4.5356525043e+00
-5.0381639476e+00  |  -4.4960223992e+00
-9.0616285046e+00  |  -2.7597405152e+00
+2.3902260772e+00  |  +1.1792928913e+00
+5.1183523133e+00  |  +4.6113405603e+00
+7.2003811981e+00  |  +1.9183243771e+00
+3.6492675782e+00  |  +1.9735688085e+00
-7.7506573261e+00  |  -2.9202430369e+00
-4.9852068680e+00  |  -2.2402309174e+00
+2.9377575324e-01  |  +4.6206518314e+00
+1.0174760501e+01  |  +7.5415218617e+00
+5.1137758916e+00  |  -5.0465491636e-02
-9.1152591418e+00  |  -7.5316425951e+00
-3.6598689020e+00  |  -5.9183999261e-01
+6.7296995442e+00  |  +9.6668986842e-01
-3.8815066585e+00  |  -1.3599775657e+00
-5.3429262561e+00  |  -4.5314897420e+00
+8.9687770894e+00  |  +5.7051553429e+00
+7.0055994728e+00  |  +6.4454219296e+00
+5.3509773399e+00  |  -7.2044067171e+00
+2.8087052131e+00  |  +1.7234885205e+00
+1.2234109841e+00  |  -4.4326450834e+00
+1.1482742760e+01  |  +1.0160499347e+01
+1.0223448480e+00  |  +1.5824754647e+00
-1.0347925928e+01  |  -2.1596594906e+00
-3.4210323722e+00  |  -3.9927504347e-01
+6.1547908390e-02  |  -2.5635211216e+00
-3.3653819432e+00  |  +3.6805084871e-01
+2.7027021433e+00  |  +3.1132556825e+00
+3.6482812033e+00  |  -2.3310920060e+00
-1.3954384868e+01  |  -1.6575553586e+01
+6.3049047294e+00  |  +3.4424455375e+00
-6.1762615748e+00  |  +2.4739580813e+00
+9.7269261823e+00  |  +7.8431133931e+00
-1.9882771971e+00  |  -4.5765132983e+00
+1.1089717559e+00  |  -4.3167503776e+00
-1.2459246907e+01  |  -1.2100131092e+01
-9.7539964444e+00  |  -7.5138436566e+00
+5.6834082885e+00  |  +6.0128764697e+00
-1.0556429481e+01  |  -7.0482979826e+00
-9.6746266401e+00  |  -3.6679069765e+00
+1.1634573901e+01  |  +1.4585784502e+01
-1.0018351848e+00  |  -5.1291057813e+00
-1.2294691573e+01  |  -1.4930534647e+01
-6.4031691419e+00  |  -1.4629835517e+01
-3.8050245737e+00  |  -4.2952509387e+00
+8.1847730631e+00  |  +9.4707984581e+00
-9.3475536027e+00  |  -8.8493890422e+00
+7.7969045050e+00  |  +4.6659543878e+00
+1.3855513125e+01  |  +8.5116466236e+00
+1.0754895054e+01  |  +1.2963839196e+01
+1.7685250377e+00  |  +3.7491503342e-01
+2.4497546470e+00  |  +5.9613487304e+00
+1.3498947168e+00  |  -7.5682126490e-01
+5.7924449645e+00  |  +2.7371117904e+00
-2.4689415885e+00  |  -1.6877266025e-01
-5.0482546181e+00  |  +8.0857706598e-01
+1.0713675752e+01  |  +8.4218279308e+00
+4.1460898148e+00  |  -2.0513033269e+00
+5.4130688826e-01  |  -1.0072626032e+00
-9.0018354086e+00  |  -6.9154404661e+00
-7.8645347021e+00  |  -5.4848179561e+00
+3.8880591963e+00  |  +4.6846325234e+00
+4.3935006904e+00  |  +2.4888307647e+00
+5.7668711834e+00  |  +5.9241292896e+00
+1.2491987062e+00  |  +3.8443840630e+00
+7.9693777855e+00  |  +6.1302581713e+00
-6.0340750434e+00  |  -8.5494614446e+00
-6.6409609543e+00  |  -1.2032208631e+00
+4.3667586011e+00  |  +2.2318547506e+00
+1.1033640270e+00  |  +1.1892093845e+00
+5.1071351590e+00  |  +3.7050081690e+00
+1.7032670446e+00  |  +4.6512038706e+00
+6.9273367843e+00  |  +7.2793334649e+00
-1.0148316649e+01  |  -8.6822518144e+00
+4.2906538897e+00  |  +1.7976575036e+00
-4.5275200696e+00  |  -2.0730870297e+00
+4.0707573599e+00  |  -6.4048256339e-01
-9.4585527752e+00  |  -8.6679783443e+00
+6.9230722376e-01  |  -2.7281004463e+00
-8.0881560968e+00  |  -3.4896428334e+00
+4.4662089713e+00  |  +2.6051652359e+00
+2.0248455098e+00  |  -2.3526360236e+00
-9.6056053085e+00  |  -4.1519934011e+00
+4.8727759274e+00  |  +8.2898752343e+00
+4.2969023237e+00  |  +1.3190085843e+00
-8.0310004112e+00  |  -1.0459336362e+01
+5.1517825449e+00  |  +3.8277796305e+00
+1.0631178768e+00  |  -1.3297945665e+00
+3.5685903996e+00  |  +2.1827058291e+00
-4.4116520003e+00  |  -6.1858304845e+00
+2.2161968282e+00  |  +4.5781974484e+00
-7.6180658653e+00  |  -8.7658379871e+00
-6.2885639086e-01  |  +1.3363410071e+00
+1.4378242689e+01  |  +1.0663315575e+01
-9.1746829897e+00  |  -5.2935047696e+00
+1.9803099755e+00  |  -4.1722350483e-01
-2.3327340409e+00  |  -3.2109203495e+00
-1.3038851626e-01  |  -1.3565812622e+00
+5.3561011730e+00  |  +1.4458920477e+00
-1.5461161111e+01  |  -1.0052483969e+01
-5.9035813285e+00  |  -4.0380865250e+00
+7.1526935396e-01  |  -5.6490438692e-01
-6.0908965093e+00  |  -2.3294460448e+00
-4.4232530137e+00  |  -3.5191932729e+00
-9.1142285682e+00  |  -7.3721100074e+00
-1.4808259437e+01  |  -9.5540252577e+00
+1.9277420012e+00  |  +2.9798114035e+00
+6.7429063923e+00  |  +6.4723662807e+00
-1.2084571823e+01  |  -5.3517239045e+00
-1.1204792214e+01  |  -4.5340750585e+00
+4.1659837492e-01  |  -6.9431096689e+00
+3.0610123654e+00  |  -3.8597170663e+00
+1.9056514606e+00  |  -2.1725729997e+00
-1.2330281524e+01  |  -4.6748482480e+00
+7.4217887833e-01  |  +4.4995408918e+00
-2.1983180045e+00  |  -2.6229274833e+00
+7.0069021329e+00  |  +3.5066846688e+00
-4.1741509258e+00  |  -7.7486338263e+00
-6.5069679616e-01  |  +2.8435785497e+00
+3.8369503477e+00  |  +2.5568352539e+00
+4.8398538520e+00  |  +5.0549147976e+00
-4.5698644723e+00  |  -6.5380073710e+00
-1.8936641345e+00  |  +1.1276178470e+00
+3.7081812430e+00  |  +2.9097149657e+00
-2.1825852716e+00  |  +4.1809740741e+00
-4.2827138192e+00  |  -7.4108660403e+00
-8.4460460682e+00  |  -3.8858076825e+00
-1.4755872928e-01  |  +1.6195896248e+00
-5.9582010398e+00  |  -3.7896658408e+00
-7.9157637661e-01  |  +4.1514049642e-02
-4.7590519778e-02  |  -2.8286325264e-01
+1.1565101838e+01  |  +8.1351623940e+00
-2.6036128608e+00  |  -4.9872018853e+00
-9.5766078057e+00  |  -3.9383339823e+00
-1.9932167567e+00  |  -3.5645526901e+00
+5.5078884159e-01  |  +7.8086133772e-01
-1.8233834661e+00  |  -6.0146830043e+00
-1.6381132927e+00  |  +3.4751711798e+00
-4.7974853685e+00  |  -6.8128302836e+00
-2.6719588745e+00  |  +4.3553151758e+00
-5.6548436952e+00  |  -2.5079118866e-01
-6.8041598235e+00  |  -5.3319319044e+00
